,neighborhood_overview
328,"['located', 'just', '4', 'miles', 'from', 'downtown', '-', 'on', 'the', 'bus', 'line.', 'the', 'is', 'a', 'wonderful', 'central', 'location', 'for', 'seeing', 'the', 'sights', 'of', 'seattle.', 'one', 'mile', 'from', 'the', 'university', 'of', 'washington', '(uw);', '1', 'mile', 'from', 'green', 'lake', '(the', 'running', 'and', 'dog', 'watching', 'mecca', 'of', 'seattle);', '2', 'blocks', 'from', 'the', 'wednesday', 'afternoon', ""farmer's"", 'market;', 'i', 'mile', 'from', 'woodland', 'park', 'zoo;', '2', 'miles', 'from', 'fremont', 'and', 'the', 'sunday', 'market.', '1', 'mile', 'from', 'the', 'burke-gilman', 'trail', 'for', 'biking.', 'everything', 'you', 'can', 'possibly', 'think', 'of', 'is', 'within', 'a', 'few', 'blocks,', 'movie', 'theaters,', 'several', 'coffee', 'shops,', 'restaurants,', 'bars,', 'grocery', 'stores,', 'churches...you', 'name', 'it.']"
329,"['people', 'can', 'to', 'restaurants,', 'movies,', 'parks,', 'grocery', 'stores,', 'etc.,', 'but', 'the', 'is', 'quiet,', 'friendly', 'and', 'residential.']"
330,"['1', 'block', 'from', 'the', 'burke', 'gilman', '&', 'lake', 'union;', 'distance', 'to', 'gas', 'works', 'park', 'which', 'has', 'gorgeous', 'views', 'of', 'lake', 'union', '&', 'downtown', '&', 'the', 'space', 'needle,', 'bike', 'trails,', 'fremont', 'shops/bars/cofee', 'shops/activities', 'are', 'distance', 'away.', 'distance', 'to', 'university', 'of', 'washington.']"
331,"['huge', 'wine/beer/liquor', 'store', 'with', 'free', 'tastings', 'daily', 'just', '2', 'blocks', 'away.', 'close', 'to', 'the', 'uw', 'and', 'the', 'ave', 'with', 'lots', 'of', 'great', 'ethnic', 'restaurants', 'at', 'college', 'student', 'budget', 'pricing.', 'other', 'great', 'restaurants', 'and', 'wallingford', 'of', 'shops,', 'etc,', 'also', 'just', 'blocks', 'away.']"
332,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
333,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
334,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
335,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
336,"['laid-back,', 'centrally-located', 'wallingford', 'is', 'bordered', 'by', 'the', 'waters', 'of', 'lake', 'union', 'to', 'the', 'south,', 'greenlake', 'to', 'the', 'north,', 'funky', 'fremont', 'to', 'the', 'west,', 'the', 'bustling', 'university', 'district/', 'i-5', 'to', 'the', 'east.', ""it's"", 'close', 'to', 'everything,', 'but', 'you', 'could', 'spend', 'all', 'of', 'your', 'time', 'in', 'wallingford', 'sampling', 'the', 'ever-changing', 'restaurant,', 'bar,', 'and', 'coffeeshop', 'line', 'up', 'on', '45th', 'street.', 'take', 'in', 'a', 'movie', 'at', 'the', 'iconic', 'the', 'guild', 'theater,', 'a', 'two-screen', 'cinema,', 'follow', 'it', 'up', 'with', 'dinner', 'at', 'tilth', '(named', 'as', 'one', 'of', 'the', 'top', 'ten', 'restaurants', 'in', 'the', 'us', 'by', 'new', 'york', 'times),', 'or', 'go', 'more', 'causal', 'with', 'a', 'trip', 'to', 'one', 'of', 'the', 'many', 'asian', 'fusion', 'restaurants,', 'and', 'end', 'the', 'night', 'with', 'a', 'drink', 'at', ""murphy's"", 'pub.', 'wallingford', 'is', 'also', 'home', 'to', 'gas', 'works', 'park,', 'a', 'true', 'treat.', 'grab', 'a', 'burger', 'at', 'the', 'institution', 'of', ""dick's"", 'burgers,', 'get', 'a', 'kite,', 'and', 'make', 'a', 'day', 'of', 'watching', 'the', 'the', 'boats', 'glide', 'across', 'lake', 'union', 'from', 'atop', 'a', 'in', 'gas', 'works', 'park.', 'if', 'you', 'are', 'craving', 'a', 'sweet', 'treat,', 'check', 'out', 'chocolati', 'and', 'burn', 'off', 'a', 'few', 'calories', 'on', 'the', '2.8', 'mile', 'loop', 'a']"
337,"['what', 'we', 'like', 'about', 'our', 'neighborhood:', 'distance', 'to', 'woodlawn', 'park', 'zoo,', 'greenlake', 'park', 'jogging', 'and', 'swimming', 'or', 'a', 'sweet', 'slow', 'around', 'the', 'lake', 'on', 'the', '2.8', 'mile', 'path.', 'fremont', 'outdoor', 'market', 'on', 'sundays.', 'distance', 'to', '45th', 'street', 'restaurants', 'and', 'shopping.', 'ten', 'minute', 'bus', 'ride', 'on', 'the', '""e""', 'line', 'to', 'downtown', '(pike', 'place', 'market,', 'center,', 'emp)', 'bus', 'stop', 'one', 'minute', 'away.', 'easy', 'access', 'to', 'ballard,', 'downtown', 'and', 'the', 'entire', 'city', 'by', 'bus.']"
338,"['we', 'are', '2', 'blocks', 'from', '45th', 'st,', 'the', 'main', 'thoroughfare', 'in', 'wallingford,', 'with', 'countless', 'restaurants,', 'bars,', 'and', 'shops.', ""dick's"", 'drive-in', 'is', 'just', 'up', 'the', 'street', 'and', 'offers', 'a', 'reliable', 'late-night', 'fix.', 'the', 'u-district', 'is', 'just', 'across', 'i-5,', '10', 'minutes', 'away.', 'there', 'is', 'a', 'qfc', 'supermarket', 'within', 'a', '10-minute', 'walk.', 'there', 'are', 'multiple', 'parks', 'and', 'playgrounds', 'within', 'a', '5-10', 'minute', 'walk,', 'and', 'the', 'burke-gilman', 'trail', 'is', '1/3', 'of', 'a', 'mile', 'away.']"
339,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
340,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
342,"['renowned', 'restaurants', '(especially', 'japanese),', 'great', 'bars,', 'two', 'funky', 'old', 'movie', 'theaters,', ""dick's"", 'drive-in,', 'awesome', 'coffee', 'shops,', 'city', 'views,', 'quiet,', 'tree-lined', 'streets,', 'interesting', 'houses', 'to', 'look', 'at,', 'lovely', 'gardens,', 'two', 'great', 'parks/playgrounds', 'nearby.']"
343,"['our', 'home', 'is', 'within', 'distance', 'of', 'greenlake', '(10', 'min.),', 'and', 'several', 'wonderful', 'restaurants', 'and', 'cafes.', 'greenlake', 'is', 'wonderful', 'recreational', 'area.', 'excellent', 'for', 'walking,', 'cycling,', 'or', 'running.', 'there', 'is', 'also', 'a', 'rental', 'area', 'for', 'small', 'water', 'crafts', 'and', 'a', 'playground', 'and', 'pool', 'nearby.', 'woodland', 'zoo', 'is', 'a', 'short', 'from', 'greenlake.', 'over', 'the', 'summer', 'woodland', 'zoo', 'hosts', 'outdoor', 'concerts.', 'there', 'are', 'three', 'fantastic', 'restaurants', 'within', 'three', 'blocks', 'from', 'our', 'home.', 'they', 'include', ""eva's"", 'restaurant', 'and', 'wine', 'bar,', 'kisaku', 'sushi,', 'and', 'the', 'elysian-tangletown...', 'fine', 'dinning', 'to', 'pub', 'fare.', 'cafes', 'close', 'by', 'include', 'zoka', 'coffee', 'roaster,', 'mighty', 'o', 'donuts,', 'and', 'hiroki', 'specialty', 'deserts.', 'we', 'love', 'our', 'and', ""it's"", 'close', 'proximity', 'to', 'all', 'the', 'things', 'we', 'enjoy...', 'good', 'food,', 'entertainment,', 'and', 'recreation.']"
344,"['wallingford', 'is', 'a', 'quiet,', 'leafy,', 'residential', 'that', 'is', 'close', 'to', 'everything.', 'interstate', '5', 'is', 'near', '(but', 'not', 'too', 'near)', 'to', 'quickly', 'take', 'you', 'to', 'more', 'distant', 'destinations.', 'in', 'recent', 'years', 'a', 'number', 'of', 'excellent', 'restaurants', 'have', 'opened', 'up', 'on', '45th', 'street', '(which', 'is', 'the', 'main', 'thoroughfare,', 'we', 'are', 'on', '43rd).']"
347,"[""there's"", 'a', 'ton', 'to', 'see', 'in', 'the', 'wallingford', 'area', '-', 'high', 'score.', 'green', 'lake', 'is', 'very', 'close;', 'old', 'style', 'movie', 'theaters;', 'many', 'bars', 'and', 'restaurants', 'in', 'the', 'area.', 'easy', 'access', 'to', 'rest', 'of', 'seattle.']"
348,"['there', 'are', 'several', 'bus', 'lines', 'within', '2', 'blocks', 'of', 'the', 'house,', 'making', 'transportation', 'to', 'most', 'parts', 'of', 'the', 'city', 'very', 'easy.', 'easy', 'access', 'to', 'downtown', 'and', 'anywhere', 'in', 'seattle.', 'ten', 'minute', 'to', '2', 'fun', 'neighborhoods,', 'wallingford', 'and', 'fremont,', 'and', 'an', 'easy', '1.5', 'mile', 'to', 'the', 'university', 'of', 'washington.', 'near', 'woodland', 'park', 'zoo,', 'greenlake,', 'gas', 'works', 'park,', 'hiram', 'chittenden', 'locks,', 'university', 'of', 'washington', 'and', 'more!', 'i', 'love', 'showing', 'off', 'the', 'city', 'to', 'guests', 'when', 'the', 'opportunity', 'lends', 'itself,', 'and', 'offer', 'a', '2-4', 'hour', 'driving', 'tour', 'that', 'is', 'great', 'for', 'learning', 'your', 'way', 'around', 'the', 'city', 'for', 'future', 'exploration', 'or', 'getting', 'a', 'broad', 'overview', 'of', 'many', 'of', 'the', 'wonderful', 'spots', 'that', 'make', 'so', 'exciting', 'and', 'special.']"
350,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
351,"['we', 'live', 'in', 'a', 'gem', 'of', 'a', 'and', 'on', 'a', 'really', 'beautiful', 'and', 'safe', 'street', 'with', 'lots', 'of', 'friendly', 'neighbors.', 'the', 'views,', 'even', 'from', 'the', 'street', 'are', 'magnificent', '--', 'downtown,', 'lakes,', 'mountains', '--', 'really', 'the', 'best', 'has', 'to', 'offer.', 'there', 'is', 'plenty', 'of', 'street', 'parking.']"
352,"['wallingford', 'is', 'a', 'wonderful', 'just', 'across', 'lake', 'union', 'from', 'downtown', 'seattle.', ""we're"", 'a', '10', 'minute', 'to', 'the', 'qfc,', 'a', '20', 'minute', 'to', 'greenlake,', 'or', 'a', '20', 'minute', 'to', 'gas', 'works', 'park', 'where', ""you'll"", 'have', 'a', 'spectacular', 'view', 'of', 'downtown', 'across', 'lake', 'union.']"
353,"['this', 'is', 'great!', 'with', 'a', 'score', 'of', '88', 'you', 'can', 'to', 'mighty-o', '(organic', 'vegan', 'donuts),', 'zoka', '(great', 'coffee),', 'qfc', 'and', 'pcc,', 'greenlake', 'village,', 'woodland', 'park', 'zoo', 'and', 'the', 'rose', 'gardens', 'and', 'of', 'course', '-', 'green', 'lake', '(a', '3', 'mile', 'loop).', 'meridian', 'park', 'is', 'also', 'a', '5', 'minute', 'away', 'with', 'a', 'huge', 'playground', 'and', 'open', 'green', 'space.']"
354,"['we', 'love', 'our', 'neighborhood.', 'some', 'highlights', 'for', 'us:', '-running', 'the', '3', 'mile', 'path', 'around', 'greenlake.', '-walking', 'to', 'get', 'sushi,', 'italian,', 'mexican,', 'or', 'even', 'vegan', 'donuts.', '-easily', 'hoping', 'on', 'the', 'burke-gilman;', 'the', 'extensive', 'biking', 'path', 'through', 'is', 'just', 'a', 'mile', 'downhill', 'from', 'us.', '-exploring', 'the', 'paths', 'in', 'woodland', 'park,', 'a', 'heavily', 'forested', 'area', 'just', 'across', 'the', 'street', 'from', 'us.']"
355,"['what', 'do', 'i', 'love', 'about', 'my', 'neighborhood?', 'almost', 'everything!!!', 'i', 'love', 'the', 'houses,', 'my', 'neighbors,', 'and', 'the', 'short', 'to', 'anything', 'one', 'could', 'need', '-', 'grocery', 'store,', 'drugstore,', 'hardware', 'store', '(very', 'important', 'to', 'an', 'old', 'house', 'owner),', 'a', 'wonderful', 'array', 'of', 'restaurants', 'from', 'afghani', 'to', 'thai.', ""it's"", 'also', 'a', 'really', 'good', 'for', 'walks,', 'as', 'the', 'houses', 'around', 'here', 'are', 'quite', 'well', 'taken', 'care', 'of,', 'and', 'many', 'of', 'them', 'have', 'lovely', 'gardens.', 'if', 'you', 'like', 'pet-patting', 'as', 'i', 'do,', 'there', 'are', 'a', 'lot', 'of', 'dog', 'owners', 'their', 'pets', 'throughout', 'the', 'day,', 'and', 'i', 'have', 'found', 'them', 'to', 'be', 'quite', 'generous', 'in', 'sharing', 'the', 'affection', 'of', 'their', 'dogs.', 'there', 'are', 'several', 'parks', 'around,', 'including', 'meridian', 'park', 'just', 'up', 'the', 'street', 'at', 'the', 'good', 'shepherd', 'center.', 'the', 'good', 'shepherd', 'center,', 'home', 'to', 'many', 'non-profit', 'organizations,', 'is', 'also', 'home', 'to', 'tilth,', 'an', 'organic', 'gardening', 'organization.', 'tilth', 'has', 'a', 'p-patch', '(community', 'gardening', 'plots)', 'and', 'a', 'community', 'learning', 'garden', 'with', 'self-guided', 'tour', 'on', 'site.']"
356,"['wallingford', 'is', 'one', 'of', 'the', 'classic', 'turn-of-the-century,', 'craftsman-home-filled', 'neighborhoods', 'in', 'seattle.', 'it', 'is', 'located', 'just', 'to', 'the', 'north', 'of', 'lake', 'union', '-', 'typically', 'no', 'more', 'than', 'a', '10', 'minute', 'drive,', '30', 'minute', 'bike', 'ride,', 'or', '20-30', 'minute', 'bus', 'ride', 'to', 'the', 'downtown', 'core', 'of', 'seattle.', 'it', 'is', 'a', 'quiet', 'comprised', 'mostly', 'of', 'single-family', 'homes', 'arranged', 'along', 'a', 'grid', 'of', 'tree-lined', 'streets.', '45th', 'street', 'several', 'blocks', 'to', 'the', 'north', 'is', 'lined', 'with', '1/2', 'mile', 'of', 'shops,', 'restaurants,', 'bars,', 'and', 'coffee', 'shops', 'of', 'all', 'types.', 'to', 'the', 'east', 'of', 'our', 'lies', 'the', 'university', 'of', ""washington's"", 'main', 'campus', 'and', 'surrounding', '""u-district""', 'neighborhood.', 'to', 'the', 'west', 'of', 'us', 'is', 'fremont,', 'the', 'self-described', '""center', 'of', 'the', 'universe""', 'with', 'a', 'rich', 'history', 'of', 'eccentric', 'summer', 'festivals', 'and', 'a', 'vibrant', 'bar', 'and', 'restaurant', 'scene.', 'to', 'the', 'north', 'of', 'us', 'is', 'green', 'lake,', ""seattle's"", 'favorite', '3-mile', 'jogging', 'and', 'dog-walking', 'route', '(and', 'home', 'to', 'award-winning', 'vegan', 'sinker', 'joint', 'mighty-o', 'doughnuts).', 'wallingford', 'has', 'one', 'of', 'the', 'highest', 'scores']"
357,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
358,"['great', 'access', 'to', 'the', 'burke-gilman', 'trail.', 'distance', 'to', 'fremont', 'and', 'the', 'heart', 'of', 'wallingford,', 'with', 'several', 'excellent', 'restaurants', 'and', 'cafes', 'nearby.']"
359,"['wallingford', 'terrace', 'is', 'located', 'just', '4', 'blocks', 'from', 'gasworks', 'park,', 'in', 'the', 'heart', 'of', 'the', 'quiet', 'wallingford', 'neighborhood.', 'strolling', 'through', 'the', 'neighborhood,', 'you', 'will', 'find', 'friendly', 'neighbors,', 'children', 'playing,', 'people', 'gardening.', 'our', 'is', 'known', 'for', 'its', 'beautiful', 'homes,', 'breath-taking', 'landscaping,', 'garden', 'arts', 'and', 'sculptures,', 'and', 'sidewalk', 'swings', 'and', 'lending', 'libraries.', 'there', 'is', 'no', 'need', 'for', 'a', 'car,', 'but', 'if', 'you', 'choose', 'to', 'bring', 'one,', 'we', 'can', 'offer', 'a', 'dedicated', 'parking', 'spot', 'upon', 'request.', 'please', 'visit', 'our', 'website', 'at', '(url', 'hidden)', 'and', 'explore', 'the', 'menu', 'along', 'the', 'top', 'of', 'the', 'site', 'to', 'see', 'in', 'detail', 'what', 'wallingford', 'terrace', 'and', 'the', 'surrounding', 'area', 'has', 'to', 'offer.']"
360,"['wallingford', 'is', 'a', 'lovely', 'residential', 'yet', 'hip', 'in', 'a', 'central', 'area', 'to', 'access', 'the', 'rest', 'of', 'attractions.', 'check', 'out', 'gasworks', 'park,', 'cruise', 'the', 'burke', 'gillman', 'trail', 'on', 'bike', 'or', 'foot,', 'and', 'check', 'out', 'the', 'latest', 'trending', 'restaurants', 'on', 'stone', 'way', 'or', '45th', 'ave.']"
361,"[""we're"", 'right', 'on', 'the', 'metro', 'transit', 'bus', 'route,', 'with', 'buses', 'to', 'anywhere', 'in', 'the', 'city', 'accessible', 'every', '15', 'minutes.', 'downtown', 'and', 'pike', 'place', 'market', 'are', 'only', '4', 'miles', 'away.', 'or,', 'if', ""you're"", 'craving', 'the', 'outdoors,', 'board', 'a', 'bus', 'for', 'nearby', 'green', 'lake,', 'where', 'you', 'can', 'rent', 'a', 'boat', 'and', 'go', 'out', 'on', 'the', 'water,', 'or', 'take', 'a', 'along', 'the', 'path.', 'when', 'you', 'return,', 'how', 'about', 'dinner', 'and', 'drinks', 'at', 'one', 'of', 'the', 'great', 'restaurants', 'in', 'nearby', 'wallingford', 'or', 'meridian,', 'like', 'the', 'octopus', 'bar', '(where', 'you', 'can', 'indulge', 'in', 'board', 'games,', 'too!),', 'a', '3-minute', 'bus', 'ride', 'away,', 'or', 'the', 'delicious', 'ceviche', 'at', 'mkt.,', '10', 'minutes', 'away', 'by', 'bus.']"
362,"['the', 'is', 'full', 'of', 'things', 'to', 'do:', 'ethnic', 'restaurants,', 'bars,', 'some', 'shops,', 'ice', 'cream', 'and', 'gelato,', 'a', 'tea', 'shop', 'and', 'groceries', 'all', 'within', 'about', '9', 'blocks.']"
363,"['a', 'great', 'mix', 'of', 'restaurants,', 'quirky', 'shops,', 'and', 'parks', 'within', 'distance.', 'the', 'woodland', 'park', 'zoo', 'is', 'also', 'within', 'distance.', 'centrally', 'located', 'between', 'two', 'of', ""seattle's"", 'most', 'popular', 'neighborhoods:', 'fremont', 'is', 'known', 'for', 'its', 'quirkiness', '(""the', 'center', 'of', 'the', 'universe"",', 'the', 'troll,', 'the', 'statue', 'of', 'lenin,', '""naked', 'bicyclists"",', 'zombie', 'walk)', 'while', 'wallingford', 'is', 'known', 'for', 'its', 'proximity', 'to', 'uw', 'and', 'for', 'its', 'shops', 'and', 'restaurants', '(tilth,', 'bizarro', 'cafe,', 'molly', ""moon's"", 'ice', 'cream,', 'archie', 'mcphee,', 'tuta', 'bella', 'pizza,', ""murphy's"", 'pub,', ""dick's"", 'drive-in).']"
364,"['the', 'greenlake', 'area,', 'home', 'to', 'many', 'local', 'coffee', 'shops,', 'boutiques', 'and', 'family', 'restaurants,', 'is', 'just', 'north', 'of', 'downtown', 'with', 'lots', 'to', 'do.', 'one', 'of', 'the', 'more', 'popular', 'features', 'of', 'the', 'greenlake', 'area', 'is', 'the', 'fresh', 'water', 'lake', 'with', 'a', '2.8', 'mile', 'circular', 'path.', 'bikes,', 'trikes,', 'walkers', 'and', 'joggers', 'all', 'come', 'together', 'to', 'get', 'a', 'little', 'exercise,', 'catch', 'up', 'with', 'friends', 'and', 'enjoy', 'the', 'scenery.']"
365,"['wallingford', 'is', 'a', 'family-friendly', 'on', 'the', 'north', 'end', 'of', 'seattle,', 'bordered', 'by', 'lake', 'union', 'to', 'the', 'south,', 'the', 'university', 'district', 'to', 'the', 'east,', 'fremont', 'to', 'the', 'west', 'and', 'green', 'lake', 'directly', 'north.', '-', 'we', 'are', 'a', 'mere', 'block', 'away', 'from', 'meridian', 'park,', 'which', 'plays', 'host', 'to', 'the', 'wallingford', 'farmers', 'market', '(runs', 'may-september)', 'on', 'wednesday', 'evenings.', '-', 'gasworks', 'park', 'sits', 'alongside', 'lake', 'union', 'and', 'features', 'a', 'covered', 'play', 'area', 'full', 'of', 'decommissioned', 'machinery,', 'kite', 'flying', 'and', 'spectacular', 'views', 'of', 'downtown', 'and', 'the', 'iconic', 'space', 'needle', 'is', 'a', 'mile', 'and', 'a', 'half', 'downhill', '(and', 'is', 'the', 'perfect', 'place', 'for', 'a', 'romantic', 'picnic).', '-', 'a', 'quick', 'jaunt', 'down', 'to', 'the', 'burke', 'gilman', 'trail', 'can', 'lead', 'you', 'from', 'ballard', 'all', 'the', 'way', 'to', 'woodinville', 'wineries', '(we', 'can', 'point', 'you', 'to', 'a', 'great', 'place', 'to', 'rent', 'bikes', 'if', 'you', ""don't"", 'bring', 'your', 'own).', '-', ""seattle's"", 'urban', 'woodland', 'park', 'zoo', 'is', 'just', 'a', 'mile', 'away.', '-', 'green', 'lake,', 'an', 'urban', 'lake', 'with', 'a', '3', 'mile', 'for', 'running,', 'walking,', 'biking', 'or', 'blading,', 'is', 'under', 'a', 'mile', 'away.', '-', 'just', 'a', 'few', 'blocks', 'from', 'ta']"
366,"['wallingford', 'has', 'a', 'great', 'selection', 'of', 'restaurants,', 'shops,', 'and', 'entertainment.', 'the', 'theater', 'is', 'within', 'minutes', 'of', 'walking,', 'and', 'offers', 'a', 'historical', 'feel,', 'paired', 'with', 'a', 'show', 'of', 'your', 'choice.', 'as', 'far', 'as', 'food', 'goes,', 'there', 'is', 'anything', 'from', 'asian', '(chinese,', 'multiple', 'choices', 'of', 'thai)', 'to', 'a', 'good', ""ol'"", 'burger', 'and', 'brew.']"
367,"['wallingford', 'is', 'a', 'popular', 'residential', 'in', 'seattle.', 'located', 'at', 'the', 'southern', 'edge', 'of', 'green', 'lake', 'in', 'north', 'seattle,', 'this', 'district', 'is', 'bounded', 'to', 'the', 'east', 'by', 'the', 'trendy', 'university', 'district', 'and', 'by', 'the', 'west', 'by', 'historic', 'fremont.', 'overlooking', 'the', 'mouth', 'of', 'salmon', 'bay', 'and', 'lake', 'union,', 'wallingford', 'district', 'is', 'within', 'minutes', 'of', 'many', 'of', ""seattle's"", 'most', 'popular', 'attractions', 'and', 'shopping', 'areas.']"
368,"['wallingford', 'is', 'a', 'great', 'located', 'conveniently', 'in', 'the', 'middle', 'of', 'everything.', 'easy', '5-minute', 'to', 'shops/restaurants', 'in', 'wallingford,', 'and', 'to', 'lake', 'union', 'and', 'gasworks', 'park.', '10-minute', 'to', 'shops/restaurants', 'in', 'fremont.', 'university', 'of', 'washington', 'just', 'on', 'the', 'other', 'side', 'of', 'i-5.']"
369,"['join', 'this', 'unique', 'friendly', 'lake', 'union', 'live', 'aboard', 'community', 'of', 'floating', 'homes,', 'house', 'boats', 'and', 'house', 'barges.', 'lake', 'union', 'is', 'a', 'freshwater', 'lake', 'in', 'seattle,', 'joined', 'by', 'waterways', 'to', 'puget', 'sound', 'and', 'lake', 'washington.', 'gas', 'works', 'park', 'sits', 'on', 'the', 'north', 'end', 'of', 'the', 'lake,', 'a', '19.1', 'acre', 'public', 'park', 'built', 'on', 'the', 'site', 'of', 'a', 'former', 'gasification', 'plant,', 'with', 'ruins', 'and', 'pieces', 'of', 'the', 'old', 'plant', 'still', 'standing', 'and', 'built', 'into', 'the', 'park.', 'the', 'park', 'offers', 'grassy', 'hills', 'for', 'kite', 'flying,', 'picnics,', 'and', 'wide', 'vistas', 'of', 'the', 'lake', 'and', 'city.', 'the', 'burke-gilman', 'trail', 'runs', 'along', 'the', 'northern', 'edge', 'of', 'the', 'park.', 'seaplanes', 'scoot', 'in', 'and', 'out', 'of', 'lake', 'union,', 'on', 'their', 'way', 'to', 'and', 'from', 'the', 'san', 'juan', 'islands', 'and', 'british', 'columbia.', 'the', 'lake', 'shores', 'are', 'lined', 'with', 'houseboats,', 'and', 'commercial', 'and', 'private', 'docks', 'for', 'owners', 'and', 'renters', 'of', 'tugs,', 'yachts,', 'tour', 'ships,', 'sailboats,', 'kayaks', 'and', 'canoes.', 'the', 'center', 'for', 'wooden', 'boats', 'is', 'a', 'nautical', 'museum', 'on', 'the', 'south', 'shore,', 'with', 'historical', 'boats,', 'sailing', 'events,', 'classes', 'and', 'workshops.']"
371,"['about', 'the', ""'hood:"", 'short', 'to', 'wallingford', 'and', 'fremont', 'main', 'drags', 'with', 'out-of-this-world', 'dining', 'and', 'drinking', 'options.', 'check', 'out', 'lake', 'union,', 'gasworks', 'park,', 'the', 'burke-gillman', 'trail,', 'woodland', 'park', 'zoo,', 'green', 'lake,', 'university', 'of', 'washington,', 'the', 'fremont', 'troll,', 'and', 'more...', 'all', 'within', 'distance.', 'i', 'have', 'a', 'full', 'guide', 'for', 'all', 'the', 'hot', 'spots', 'in', 'that', 'i', 'provide', 'each', 'guest.']"
372,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
373,"['so', 'much', 'to', 'do!', 'family', 'friendly,', 'tree-filled', 'in', 'beautiful', 'wallingford.', '(website', 'hidden)', 'grocery', 'store', '-', 'qfc', '(.7', 'mile)', 'walk,', 'drive,', 'or', 'bike', 'to', 'burke-gilman', 'trail', '(.2', 'mile)', 'pedestrian', 'path', '(walk/run/bike', 'only)', 'traveling', 'from', 'bothel', 'to', 'ballard.', '(website', 'hidden)', 'to', '45th', '(.5', 'mile)', 'for', 'great', 'restaurants,', 'bars,', 'and', 'shops', 'to', 'gas', 'works', 'park', '(.5', 'mile)', 'for', 'one', 'of', 'the', 'best', 'views', 'of', 'the', 'city', '(website', '(url', 'hidden)', 'to', 'downtown', 'fremont', '(1.2', 'miles)', 'for', 'even', 'more', 'restaurants,', 'bars,', 'and', 'shops.', 'great', 'sunday', 'market!', '(website', 'hidden)']"
374,"['wallingford', 'is', 'truly', 'an', 'unique', 'with', 'so', 'much', 'to', 'offer.', 'it', 'is', 'centrally', 'located', 'and', 'bordered', 'by', 'lake', 'union', 'and', 'greenlake.', 'another', 'great', 'fremont', 'is', 'a', 'hop', 'skip', 'and', 'a', 'jump', 'to', 'the', 'west', 'and', 'the', 'impressive', 'university', 'of', 'washington', 'is', 'a', 'stones', 'throw', 'to', 'the', 'east.', '45th', 'street', 'is', 'the', 'main', 'drag', 'for', 'our', 'and', 'it', 'offers', 'darn', 'near', 'anything', 'a', 'traveler', 'might', 'desire.', 'the', 'historic', 'guild', 'theater,', 'many', 'coffee', 'shops,', 'and', 'some', 'great', 'bars;', 'both', 'dive', 'bars', 'and', 'classy', 'ones.', 'some', 'of', ""seattle's"", 'own', 'beloved', 'restaurants', 'call', 'wallingford', 'home.', 'tilth,', 'on', 'new', 'york', ""time's"", 'top', '10', 'restaurants', 'in', 'the', 'us,', 'is', 'just', 'around', 'the', 'corner.', 'our', 'home', 'a', 'lovely', 'location', 'making', 'meridian', 'park', 'our', 'backyard.', 'try', 'the', 'farmers', 'market', 'on', 'wednesdays', 'all', 'summer.', 'lions', 'and', 'tigers', 'and', 'bears...oh', 'my...but', 'nothing', 'as', 'vicious', 'as', 'that.', ':)']"
