,neighborhood_overview
2640,"['is', 'one', 'of', 'the', 'most', 'hip', 'and', 'happening', 'neighborhoods', 'in', 'seattle.', 'this', 'unit', 'is', 'conveniently', 'located', 'in', 'between', 'broadway', 'and', '15th', 'ave', 'and', 'is', 'a', 'short', 'to', 'downtown', 'or', 'the', 'pike/pine', 'corridor.', ""there's"", 'tons', 'of', 'nearby', 'options', 'for', 'great', 'coffee,', 'food,', 'concert', 'venues,', 'parks', 'and', 'more!', 'some', 'of', 'my', 'favorites', 'include:', 'joe', 'bar', '(coffee', 'and', 'crepes),', 'volunteer', 'park', '(and', 'the', 'volunteer', 'park', 'cafe),', 'and', 'tacos', 'chukis.', ""i'm"", 'always', 'happy', 'to', 'provide', 'more', 'recommendations', 'so', 'just', 'ask!']"
2641,"['one', 'of', 'the', 'neatest', 'things', 'about', 'our', 'little', 'cabin', 'is', 'that', ""it's"", 'so', 'central!', 'there', 'are', '3', 'bars,', '1', 'lovely', 'little', 'cafe,', 'toppot', 'donuts,', 'and', 'a', 'fancy', 'restaurant', 'all', 'within', 'a', '2', 'block', 'radius.', 'downtown', 'and', 'the', 'convention', 'center', 'are', 'less', 'than', 'a', 'mile', 'away,', 'many', 'people', 'choose', 'to', 'walk.', 'we', 'will', 'have', 'a', 'hand', 'drawn', 'guide', 'waiting', 'for', 'you.']"
2643,"['northern', 'is', 'a', 'wonderful', 'mix', 'of', 'residential', 'neighborhood,', 'bustling', 'commercial', 'strips', 'and', 'wonderful', 'parks.', 'explore', 'the', 'second', 'thursday', 'art', 'walk,', 'or', 'swing', 'by', 'joe', 'bar', 'or', 'vivace', 'for', 'a', 'cup', 'of', 'coffee', 'on', 'your', 'way', 'to', 'the', 'local', 'sunday', 'morning', ""farmer's"", 'market.', 'we', 'recommend', 'up', 'to', 'nearby', 'volunteer', 'park', 'for', 'an', 'amazing', 'view', 'of', 'the', 'city', 'and', 'some', 'of', 'the', 'best', 'picnic', 'spots', ""you'll"", 'find.']"
2644,"['is', 'a', 'historically', 'queer', 'youthful', 'full', 'of', 'artists', 'and', 'activists.', ""it's"", 'full', 'of', 'bars,', 'great', 'venues', 'and', 'dance', 'clubs.', 'if', ""you're"", 'looking', 'for', 'fun', 'let', 'us', 'know!']"
2646,"['the', 'location', 'of', 'my', 'apartment', 'is', 'perfectly', 'sited', 'for', 'almost', 'anything', 'you', 'would', 'want', 'to', 'do', 'in', 'the', 'city.', 'is', 'one', 'of', ""seattle's"", 'most', 'vibrant', 'neighborhoods,', 'but', 'exploring', 'beyond', 'those', 'borders', 'is', 'incredibly', 'easy', 'either', 'by', 'foot,', 'on', 'the', 'bus,', 'or', 'with', 'a', 'short', 'drive.']"
2647,"['there', 'are', 'plenty', 'of', 'activities', 'all', 'day', 'long.', 'distance', 'to', 'bars,', 'restaurants,', 'grocery', 'stores,', 'and', 'downtown.', 'the', 'bus', 'is', 'nearby', 'if', 'needed', 'and', 'public', 'transportation', 'is', 'very', 'cheap', 'and', 'accessible.']"
2648,"['is', 'full', 'of', 'life,', 'lots', 'of', 'bars,', 'boutiques', 'and', 'restaurants', 'right', 'in', 'the', 'heart', 'of', 'downtown', 'seattle.', 'to', 'any', 'attraction', 'in', '20', 'minutes...', 'easy', 'public', 'transportation.', 'close', 'to', 'convention', 'center,', 'movie', 'theatres', 'and', 'shopping.', 'the', 'has', 'two', 'faces:', 'on', 'one', 'side,', ""it's"", 'young', 'and', 'edgy,', 'full', 'of', 'artists,', 'musicians,', 'and', 'students.', 'tattoo', 'parlors', 'and', 'coffeehouses', 'abound,', 'as', 'well', 'as', 'thumping', 'music', 'venues', 'and', 'bars.', 'on', 'the', 'other', 'side,', ""it's"", 'elegant', 'and', 'upscale,', 'with', 'tree-lined', 'streets,', '19th-century', 'mansions,', 'and', 'john', 'charles', ""olmsted's"", 'volunteer', 'park', 'and', 'the', 'asian', 'art', 'museum.', 'converted', 'warehouses,', 'modern', 'high-rises,', 'colorfully', 'painted', 'two-story', 'homes,', 'and', 'brick', 'mansions', 'all', 'occupy', 'the', 'same', 'neighborhood.', 'there', 'are', 'parks', 'aplenty', 'and', 'cute,', 'quirky', 'shops', 'to', 'browse,', 'including', 'one', 'of', 'the', 'best', 'bookstores', 'in', 'the', 'city.', 'the', 'pike–pine', 'corridor', '(pike', 'and', 'pine', 'streets', 'running', 'from', 'melrose', 'avenue', 'to', '15th', 'avenue)', 'is', 'the', 'heart', 'of', 'the', 'hill.', 'pine', 'street', 'is', 'a', 'slightly', 'more', 'pleasant', 'walk,', 'but', 'pike', 'stre']"
2649,"['i', 'believe', 'it', 'is', 'he', 'heart', 'of', 'and', 'pumps', 'the', 'rest', 'of', 'the', 'city', 'with', 'yuppie', 'hipster', 'gay', 'love.', 'there', 'is', 'a', 'great', 'site', 'if', 'you', 'web', 'search', 'for', '""pikepinetriangle""', 'that', 'will', 'give', 'you', 'a', 'great', 'map', 'of', 'the', 'area', 'and', ""it's"", 'small-business', 'listing.']"
2651,"['is', 'the', 'most', 'lively', 'in', 'with', 'the', 'best', 'restaurants,', 'bars', 'and', 'parks', 'the', 'city', 'has', 'to', 'offer!']"
2652,"['is', 'a', 'thriving,', 'youthful', 'community.', 'tons', 'of', 'bars,', 'restaurants,', 'theaters', 'and', 'easy', 'downtown', 'access.']"
2654,"['i', 'really', 'enjoy', 'the', 'people', 'watching', 'from', 'the', 'deck,', 'i', 'call', 'it', '""the', 'human', 'river""', 'that', 'constantly', 'flows', 'up-and-down', 'denny,', 'plus', 'the', 'area', 'is', 'peppered', 'with', 'great', 'resturants', 'and', 'hang-outs', 'and', 'everything', 'is', 'in', 'distace.']"
2655,"['the', 'location', 'is', 'truly', 'central', 'to', 'the', 'unique', 'and', 'innovative', 'with', 'a', 'score', 'of', '97!', 'we', 'are', 'extremely', 'close', 'to', 'great', 'shopping', 'along', 'broadway,', 'exciting', 'nightlife', 'on', 'the', 'pike/pine', 'corridor,', 'and', 'a', 'lovely', 'fifteen', 'minute', 'to', 'the', 'heart', 'of', 'downtown', 'seattle.', 'there', 'are', 'two', 'major', 'grocery', 'stores', 'four', 'blocks', 'each', 'direction', '&', 'our', 'kitchen', 'is', 'great', 'for', 'cooking!', 'we', 'are', 'also', 'within', 'smelling', 'distance', 'of', 'the', 'famous', ""dick's"", 'burgers.', 'if', 'you', 'prefer', 'hidden', 'local', 'places,', 'we', 'got', 'plenty', 'of', 'those', 'as', 'well', 'and', 'if', 'you', 'are', 'staying', 'with', 'us', 'over', 'a', 'weekend,', 'there', 'is', 'a', 'delicious', 'local', 'farmers', 'market', 'happening', 'on', 'sundays', 'just', 'a', 'stone', 'throws', 'away.', 'we', 'are', 'a', 'fifteen', 'minute', 'from', 'convention', 'center/downtown,', 'a', 'ten', 'minute', 'bus', 'ride', 'door', 'to', 'door,', 'or', 'a', '$6', 'uber.', 'when', 'we', 'travel,', 'we', 'take', 'the', 'link', 'light', 'from', 'the', 'airport', 'to', 'the', 'last', 'stop', '(westlake)', 'then', 'either', 'or', 'bus', 'home.', 'there', 'is', 'a', 'zipcar', 'parking', 'space', 'across', 'the', 'street', 'from', 'our', 'front', 'gate', 'and', ""it's"", 'surprising', 'when', 'there', ""isn't"", 'a', 'car2go', 'within', 'a']"
2656,"['the', 'location', 'is', 'truly', 'central', 'to', 'the', 'unique', 'and', 'alternative', 'with', 'a', 'score', 'of', '97!', 'we', 'are', 'extremely', 'close', 'to', 'great', 'shopping', 'along', 'broadway,', 'exciting', 'nightlife', 'on', 'the', 'pike/pine', 'corridor,', 'and', 'a', 'lovely', 'fifteen', 'minute', 'to', 'the', 'heart', 'of', 'downtown', 'seattle.', 'there', 'are', 'two', 'major', 'grocery', 'stores', 'four', 'blocks', 'each', 'direction', '&', 'our', 'kitchen', 'is', 'great', 'for', 'cooking!', 'we', 'are', 'also', 'within', 'smelling', 'distance', 'of', 'the', 'famous', ""dick's"", 'burgers.', 'if', 'you', 'prefer', 'hidden', 'local', 'places,', 'we', 'got', 'plenty', 'of', 'those', 'as', 'well', 'and', 'if', 'you', 'are', 'staying', 'with', 'us', 'over', 'a', 'weekend,', 'there', 'is', 'a', 'delicious', 'local', 'farmers', 'market', 'happening', 'on', 'sundays', 'just', 'a', 'stone', 'throws', 'away.', 'because', 'we', 'are', 'so', 'close', 'to', 'downtown', 'and', 'in', 'a', 'very', 'dense', 'neighborhood,', 'parking', 'can', 'be', 'very', 'rough.', 'we', 'highly', 'suggest', 'not', 'having', 'a', 'car', 'if', 'you', 'can', 'get', 'by', 'without', 'one.', 'unfortunately', 'we', 'cannot', 'offer', 'parking', 'and', 'all', 'the', 'street', 'parking', 'around', 'here', 'is', 'zoned', '(2', 'hour', 'between', '7am', '-', '6pm)']"
2658,"['the', 'house', 'is', 'two', 'blocks', 'from', 'broadway', 'which', 'is', 'the', 'heart', 'of', 'the', 'neighborhood.', 'highly', 'rated', 'restauarants', '(altura,', 'poppy)', 'are', 'easy', 'distance.', 'starbucks', 'is', '2', 'blocks', 'away,', 'but', 'even', 'better', 'coffee', 'shops', '(vivace,', 'roy', 'street)', 'are', '3', 'blocks.', 'the', '49', 'busline', 'is', 'a', '15', 'minute', 'ride', 'to', 'the', 'university', 'of', 'washington', 'or', 'downtown', 'and', 'the', 'amazon', 'campus', 'in', 'south', 'lake', 'union', 'is', 'a', '20', 'minute', 'walk.', 'the', 'pike', 'pine', 'corridor', '(15', 'minute', 'walk)', 'boasts', 'more', 'wonderful', 'restaurants,', 'bars,', 'and', 'the', 'elliot', 'bay', 'book', 'company,', 'a', 'fantastic', 'place', 'for', 'browsing', 'and', 'grabbing', 'a', 'cup', 'of', 'coffee.', 'volunteer', 'park', 'which', 'also', 'is', 'home', 'to', ""seattle's"", 'asian', 'art', 'museum', 'is', 'one', 'block', 'to', 'the', 'north.']"
2659,"['is', 'a', 'popular', 'in', 'full', 'of', 'art,', 'culture', 'and', 'close', 'to', 'downtown', 'seattle.', 'there', 'are', 'many', 'fun', 'and', 'popular', 'restaurants', 'and', 'shops', 'in', 'our', 'which', 'entice', 'many', 'visitors', 'of', 'our', 'fair', 'city.']"
2660,"['parks,', 'grocery', 'stores,', 'restaurants', 'are', 'all', 'nearby.', 'qfc', 'supermarket', 'is', '4', 'blocks', 'away.', 'whole', 'foods,', 'trader', ""joe's,"", 'safeway,', 'and', 'walgreens', 'are', 'all', 'close.']"
2662,"['eclectic,', 'colorful', 'and', 'convenient', 'neighborhood!', 'variety', 'of', 'locally', 'owned', 'shops,', 'cafes,', 'bars', 'and', 'restaurants', 'within', 'distance.']"
2663,"['we', 'are', 'on', 'the', 'north', 'end', 'of', 'in', 'a', 'quiet,', 'elegant', 'tree-lined', 'only', '3', 'blocks', 'from', 'broadway.', 'nearby', 'are', 'fantastic', 'restaurants', 'such', 'as', 'altura,', 'marron,', 'and', 'poppy.', '15', 'minutes', 'to', 'current', 'nightclub', 'area', 'along', 'pike', 'and', 'pine,', 'with', 'trendy', 'nightclubs,', 'restaurants,', 'bookstores,', 'and', 'the', 'egyptian', 'theater.']"
2665,"['i', 'recently', 'moved', 'to', 'from', 'nyc,', 'and', 'though', 'the', 'cities', 'vastly', 'differ,', 'i', 'find', 'that', 'most', 'closely', 'resembles', 'the', 'things', 'i', 'love', 'about', 'nyc,', 'just', 'with', 'a', 'smaller,', 'more', 'friendly', 'vibe.']"
2666,"['everything!', 'safeway', 'is', '2', 'blocks', 'away.', 'trader', ""joe's"", 'and', 'madison', 'market', 'are', 'less', 'than', '10', 'blocks.', 'restaurants', 'are', 'amazing', 'for', 'breakfast', 'lunch', 'dinner', 'and', 'late', 'night.', ""there's"", 'so', 'much', 'to', 'do', 'around', 'here.', 'cal', 'anderson', 'park', 'is', '2', 'blocks', 'away', 'volunteer', 'park', 'is', 'beautiful', 'and', 'at', 'the', 'end', 'of', 'my', 'street.', 'the', 'cemetery', 'with', 'bruce', 'lee', 'and', 'asian', 'art', 'museum', 'are', 'all', 'close.', 'downtown', 'and', 'the', 'center/space', 'needle', 'are', 'a', '30', 'min', 'or', 'a', 'quick', 'bus', 'ride.', 'the', 'art', 'museum', 'is', 'downtown', 'and', 'amazing!', 'capital', 'is', 'a', 'very', 'central', ""it's"", 'so', 'easy', 'to', 'get', 'around', 'from', 'here!', ""there's"", 'views', 'of', 'the', 'space', 'needle', 'around', 'every', 'corner.', 'night', 'life', 'is', 'great', 'and', 'so', 'easy', 'to', 'to.']"
2667,"['is', 'one', 'of', ""seattle's"", 'eclectic', 'neighborhoods', 'and', 'is', 'home', 'to', 'the', 'lgbtq', 'community.', 'the', 'has', 'a', 'lot', 'to', 'offer', 'for', 'the', 'nightlife', 'but', 'equally', 'offers', 'some', 'amazing', 'coffee', 'houses', 'and', 'restaurants.', 'is', 'just', 'east', 'of', 'downtown', 'making', 'it', 'a', 'perfect', 'destination', 'to', 'really', 'experience', 'seattle.']"
2671,"['+located', 'in', 'the', 'heart', 'of', '+97', 'walkscore:', 'walkers', 'paradise-', 'daily', 'errands', 'do', 'not', 'need', 'a', 'car', '+98', 'transit', 'score:', 'riders', 'paradise-', 'world', 'class', 'public', 'transportation', '+69', 'bikescore:', 'bikeable-', 'steephills,', 'good', 'bike', 'lanes']"
2672,"['you', 'can', 'find', 'some', 'cool', 'places', 'to', 'dine', 'and', 'visit', 'on', 'the', 'map', 'including', 'laundry', 'place', 'and', 'late', 'night', 'supermarket', 'in', 'our', 'airbnb', 'listing,', 'but', 'please', 'feel', 'free', 'to', 'text', 'me', 'or', 'email', 'me', 'with', 'any', 'requests', 'or', 'special', 'recommendations.']"
2674,"['capital', 'is', 'the', 'hub', 'of', 'food', 'and', 'bars.', 'a', 'few', 'of', 'my', 'favorite', 'bars', 'are:', 'stumbling', 'monk,', 'sun', 'liqueur', 'on', 'summit', 'st,', 'liberty', 'on', '15th,', 'knee', 'high', 'stocking', 'club', '(mixology),', 'cannon,', 'needle', 'and', 'thread', '(speakeasy),', 'pie', 'bar.', 'restaurants:', 'single', 'shot', '(date', 'night),', 'skillet', 'diner,', 'margerie,', 'bar', 'cotto,', 'taylor', 'shellfish,', 'terra', 'plata,', 'mamnoon,', 'cafe', 'presse,', 'the', 'list', 'goes', 'on', 'and', 'on...']"
2675,"['closest', 'coffee', 'shops', '-', 'toppot', 'and', 'analog', 'coffee.', 'bar,', 'pub,', 'coffee,', 'restaurant', '-', '1', 'min', 'walk.', 'several', 'small', 'parks', 'nearby:', 'tashkent', 'park,', '.1', 'mi./shady,', 'summit', 'slope', 'park', '-', '.3', 'mi./p-patch,', 'picnic,', 'thomas', 'st.', 'mini', 'park', '-', '.2', 'mi.,', 'volunteer', 'park', '-', '1.1', 'mi./museum,', 'conservatory/picnic,', 'napping,', 'playing,', 'view', 'of', 'space', 'needle,', 'isamu', 'noguchi', 'sculpture,', 'musuem', 'cafe,', 'lakeview', 'cemetery', '-', '1.1', 'mil.-', 'resting', 'place', 'for', 'bruce', 'lee', 'and', 'son,', 'brandon', 'lee,', 'cal', 'anderson', 'park', '-', 'soccer', 'field,', 'baseball,', 'fountain,', 'picnic,', ""kid's"", 'play', 'area,', 'etal', '-', 'now', 'ice', 'cream', 'and', 'dining', 'options', 'across', 'the', 'street', '(pine', 'st)', 'from', 'south', 'end', 'of', 'cal', 'anderson', 'park.']"
2676,"['parks,', 'grocery', 'stores,', 'restaurants', 'are', 'all', 'nearby.', 'qfc', 'supermarket', 'is', '4', 'blocks', 'away.', 'whole', 'foods,', 'trader', ""joe's,"", 'safeway,', 'and', 'walgreens', 'are', 'all', 'close.']"
2677,"['is', 'great!', ""it's"", 'close', 'enough', 'to', 'downtown', 'to', 'there,', 'and', ""it's"", 'so', 'cute!', ""it's"", 'where', 'all', 'the', 'cool', 'cute', 'folks', 'play,', 'and', 'where', 'you', 'can', 'be', 'you', 'or', 'be', 'someone', 'else', 'and', 'feel', 'safe', 'doing', 'so!', 'the', 'immediate', 'is', 'super', 'quiet', 'at', 'night', 'but', 'blocks', 'away', 'from', 'where', 'the', 'wild', 'things', 'are.']"
2683,"['is', 'the', 'to', 'be', 'in.', 'parks,', 'grocery', 'stores,', 'restaurants', 'are', 'all', 'nearby.', 'qfc', 'supermarket', 'is', '4', 'blocks', 'away.', 'whole', 'foods,', 'trader', ""joe's,"", 'safeway,', 'and', 'walgreens', 'are', 'all', 'close.']"
2687,"['this', 'house', 'is', 'located', 'in', 'the', 'heart', 'of', 'north', 'hill,', 'at', 'its', 'closest', 'point', 'to', 'south', 'lake', 'union.', ""you've"", 'got', 'the', 'convenience', 'of', 'the', 'restaurants', 'and', 'activity', 'of', 'hill,', 'and', 'a', 'full', 'qfc', 'supermarket', 'two', 'blocks', 'away,', 'while', 'located', 'an', 'easy', 'from', 'techstars', '(1.2', 'miles', 'walk),', 'codefellows,', 'amazon', 'slu,', 'etc.', 'it', 'has', 'a', 'walkscore', 'of', '95/100.']"
2689,"['we', 'are', 'in', 'the', 'most', 'central', 'part', 'of', 'hill---', '5', 'minutes', 'from', 'broadway', 'and', 'harrison,', 'and', '2', 'blocks', '(2', 'minutes', 'walking)', 'from', '15th', 'ave', 'where', 'there', 'is', 'victrola', 'coffee,', 'the', 'wandering', 'goose', '(famous', 'breakfast', 'spot),', 'and', 'tons', 'of', 'great', 'restaurants', 'and', 'hip', 'bars', 'by', 'night.', 'these', 'are', 'great', 'for', 'a', 'nightcap', 'or', 'an', 'easy', 'for', 'a', 'night', 'out.']"
2690,"['is', 'the', 'most', 'densely', 'populated', 'residential', 'district', 'in', 'as', 'well', 'as', 'being', 'one', 'of', 'the', ""city's"", 'most', 'prominent', 'nightlife', 'and', 'entertainment', 'districts.']"
2691,"['is', ""seattle's"", 'most', 'prominent', 'nightlife', 'and', 'entertainment', 'districts,', 'and', 'the', 'center', 'of', 'the', ""city's"", 'counterculture', 'communities.', 'it', 'is', 'vibrant,', 'walkable,', 'interesting', 'and', 'always', 'lively.', 'you', 'can', 'easily', 'walk,', 'bus,', 'cab,', 'or', 'uber', 'downtown', 'to', 'the', 'big', 'sights.', 'unlike', 'downtown,', 'which', 'has', 'a', 'higher', 'concentration', 'of', 'dept', 'stores,', 'chains,', 'etc.', 'you', 'will', 'find', 'amazing', 'locally', 'owned', 'boutiques,', 'coffee', 'shops,', 'restaurants,', 'bookstores,', 'record', 'stores,', 'live', 'music', 'venues', 'and', 'many', 'more.']"
2692,"[""it's"", 'in', 'the', 'quiet', 'section', 'of', 'caphill', '(north', 'caphill),', 'but', 'still', 'just', 'minutes', 'away', 'from', 'the', 'lively', 'section', 'that', 'has', 'tons', 'of', 'restaurants', 'and', 'bars.', 'you', 'will', 'be', 'about', 'a', '10', 'minute', 'from', 'slu,', 'broadway', 'st.,', 'pike/pine', 'st.', 'there', 'are', 'several', 'small', 'markets', 'and', 'a', 'few', 'small', 'bars', 'and', 'restaurants', 'a', 'couple', 'blocks', 'away', 'as', 'well.']"
2694,"['very', 'safe,', 'walkable', 'neighborhood.', 'centrally', 'located', 'next', 'to', 'downtown.', 'easy', 'bus', 'or', 'commute', 'to', 'all', 'tourist', 'amenities,', 'convention', 'center,', '&', 'ferries.', 'inexpensive', 'light', 'rail', 'access', 'to/from', 'the', 'airport.', '(1', 'hr', 'door-to-door', 'for', 'public', 'transport', 'from', 'airport;', '25', 'min', 'taxi', 'or', 'uber', 'ride.)']"
2695,"['you', 'can', 'see', 'the', 'space', 'needle', 'from', 'street', 'view', 'in', 'front', 'of', 'our', 'house.', 'we', 'are', 'in', 'the', 'perfect', 'spot', 'to', 'enjoy', 'all', 'the', 'amenities', 'has', 'to', 'offer', 'and', 'cater', 'to', 'your', 'personal,', 'business', 'or', 'pleasure', 'needs:', 'parks,', 'bars,', 'restaurants,', 'arts', 'and', 'entertainment,', 'university,', 'central', 'college,', 'convention', 'center,', 'hospitals.', 'they', 'are', 'all', 'within', 'distance.', 'you', 'do', 'not', 'need', 'a', 'car.', 'pronto', 'cycle', 'share', 'rental', 'stations', 'are', 'close', 'by.', 'uber/taxi/zipcar', 'friendly', 'neighborhood.', 'we', 'have', 'great', 'neighbors.', 'it', 'is', 'a', 'safe,', 'very', 'walkable', 'neighborhood.', 'spd', 'station', 'on', '12th', '&', 'pine.', 'as', 'always,', 'use', 'good', 'judgment', 'when', 'traveling.']"
2696,"['a', 'bunch', 'of', 'fun', 'places', 'are', 'just', 'a', 'little', 'walk.', 'convention', 'center', ',', 'downtown,', 'pacific', 'place,', 'the', 'cap', 'bars', 'and', 'restaurants,', 'top', 'pot', 'donuts,', 'broadway', 'and', 'south', 'lake', 'union', 'are', 'all', '10-15', 'mins.', 'walking.']"
2697,"['my', 'apartment', 'is', 'located', 'in', 'the', 'heart', 'of', 'hill,', 'blocks', 'from', 'dozens', 'of', 'cafes,', 'bars,', 'restaurants,', 'vintage', 'clothing', 'boutiques,', 'and', 'record', 'shops.', 'is', ""seattle's"", 'most', 'vibrant', 'and', 'culturally', 'progressive', 'neighborhood,', ""it's"", 'a', 'destination', 'from', 'anyone', 'interested', 'in', ""seattle's"", 'music', 'scene,', 'arts', 'and', 'culture.', 'my', 'apartment', 'is', 'also', 'distance', 'from', 'downtown.']"
2699,"['capital', 'is', 'a', 'lively', 'neighborhood,', 'with', 'deep', 'roots', 'in', 'the', 'lgbtq', 'community.', 'a', 'large', 'nightlife', 'is', 'just', 'minuets', 'away.', 'weekend', 'nights', 'will', 'probably', 'be', 'a', 'bit', 'louder', 'outside', 'with', 'bar', 'patrons,', 'so', 'if', 'you', 'are', 'a', 'sound', 'sleeper', 'keep', 'that', 'in', 'mind.', 'the', 'apartment', 'is', 'also', 'one', 'block', 'from', 'a', 'grocery', 'store.']"
2700,"['is', 'known', 'for', 'its', 'vibrant', 'night', 'life', 'and', 'culture.', 'the', 'apartment', 'is', 'centrally', 'located', 'right', 'at', 'the', 'heart', 'of', 'it', 'all,', 'with', 'a', 'short', 'distance', 'to', 'countless', 'cafes,', 'bars,', 'restaurants,', 'culture', 'venues', 'shops,', 'downtown', 'and', 'pike', 'place', 'market.']"
2702,"['lots', 'of', 'music,', 'arts,', 'gay', 'friendly,', 'liberal,', 'q', 'nightclub', '(edm', 'music)...']"
2704,"['the', 'is', 'a', 'surprisingly', 'quiet', 'residential', 'one', 'between', 'the', 'hustle', 'and', 'bustle', 'of', 'downtown/belltown/south', 'lake', 'union', '(where', 'amazon', 'is)', 'and', 'the', 'tintinnabulation', 'of', 'the', 'restaurant/bar/shopping', 'district', 'in', 'cap', 'hill.', 'there', 'are', 'several', 'popular', 'local', 'restaurants/bars/coffee', 'joints', 'around', 'the', 'neighborhood,', 'though,', 'within', 'a', 'few', 'blocks,', 'including', '(kind', 'of', 'in', 'order', 'of', 'my', 'liking):', 'restaurants/bars:', 'the', 'lookout', 'at', 'the', 'end', 'of', 'bellevue', 'ave', '(not', 'bad', 'food', 'and', 'good', 'drinks/atmosphere)', 'sun', 'liquor', 'on', 'summit', 'and', 'mercer', '(delicious', 'mixed', 'drinks', 'with', 'fresh', 'juices,', 'etc.', '-', 'the', 'maitai', 'is', 'popular', 'there', 'if', 'that', 'helps)', 'summit', 'tavern', 'on', 'summit', 'and', 'mercer', '(notsogood', 'food', 'but', 'a', 'pub)', 'there', 'are', 'also', 'two', 'newish', 'places', ""i've"", 'never', 'been', 'but', 'that', 'look', 'fancy', 'and', 'delicious:', 'cafe', 'barjot', 'on', 'bellevue', 'and', 'single', 'shot', 'kitchen', 'and', 'saloon', 'next', 'door', 'to', 'sun', 'liquor', 'and', 'summit', 'tavern', 'and', 'top', 'pot', 'donuts', '(which', 'are', 'all', 'right', 'next', 'to', 'each', 'other.', 'coffee:', 'analog', 'coffee', 'on', 'summit', 'and', 'thomas', '(about', '(delicious', 'coffee)', 'top', 'p']"
2705,"['one', 'of', 'the', 'best', 'neighborhoods', 'in', 'seattle!', 'very', 'safe', 'and', 'quiet.', 'no', 'car', 'necessary!', 'everything', 'you', 'need', 'is', 'close', 'by', 'and', 'convenient!']"
2706,"['community:', 'this', 'area', 'is', 'a', 'walker', 'and', 'bicyclist', 'paradise!', 'has', 'a', 'walkscore', 'of', '97!', 'there', 'is', 'so', 'much', 'to', 'do', 'in', 'a', '3', 'block', 'radius.', 'shopping,', 'dining,', 'entertainment', 'and', 'nightlife', 'are', 'everywhere!', 'we', 'are', 'a', '10-15', 'minute', 'to', 'downtown/convention', 'center.', 'we', 'are', 'a', '10', 'minute', 'to', 'central', 'community', 'college', 'we', 'are', 'a', '15', 'minute', 'bus', 'ride', 'to', 'the', 'university', 'of', 'washington', 'we', 'are', 'a', '15', 'minute', 'to', 'university', 'east:', '15th', 'ave:', 'caffe', 'landro', 'liberty', 'bar', 'victrola', 'coffee', 'coastal', 'kitchen', 'chutneys', 'canturbury', 'ale', 'n', 'eats', 'samu', 'thai', 'cuisine', 'hopvine', 'smith', 'yoga', 'arts', 'viretta/kurt', 'cobain', 'park', 'south:', 'pike/pine:', 'cal', 'anderson', 'park', 'bauhaus', 'books', 'n', 'coffee', 'tango', 'baltic', 'room', 'stumptown', 'coffee', 'elysian', 'caffe', 'vita', 'landmark', 'egyptian', 'oddfellows', 'hall', 'central', 'cc', 'university', 'west:', 'broadway:', 'qfc/golds', 'gym', 'broadway', 'farmers', 'market', 'dicks', 'jai', 'thai', 'broadway', 'grill', 'espresso', 'vivace', 'b&o', 'espresso', 'space', 'needle', 'emp', 'imax/pacific', 'science', 'center', 'key', 'arena', 'nort']"
2708,"['is', 'the', 'most', 'vibrant', 'in', 'with', 'fantastic', 'restaurants,', 'bars,', 'dance', 'clubs,', 'and', 'beautiful', 'parks.']"
2712,"['parks,', 'grocery', 'stores,', 'restaurants', 'are', 'all', 'nearby.', 'qfc', 'supermarket', 'is', '4', 'blocks', 'away.', 'whole', 'foods,', 'trader', ""joe's,"", 'safeway,', 'and', 'walgreens', 'are', 'all', 'close.']"
2713,"['capital', 'is', 'incredible.', 'so', 'close', 'to', 'downtown', 'and', 'a', '10', 'min', 'to', 'countless', 'cafes,', 'restaurants,', 'bars,', 'grocery', 'store,', 'and', 'more.']"
2715,"['is', 'known', 'for', ""it's"", 'vibrant', 'culture', 'and', 'night', 'life.', 'since', 'the', '1970s,', ""it's"", 'has', 'also', 'been', 'a', 'hub', 'for', 'the', ""city's"", 'queer', 'community.', ""it's"", 'an', 'exciting,', 'ever-changing', 'place', 'to', 'be.']"
2716,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2718,"['this', 'unit', 'is', 'two', 'blocks', 'away', 'from', '15th', 'street!!', 'safeway', 'is', 'at', 'the', 'intersection', 'so', 'easy', 'access', 'to', 'late', 'night', 'snacks', 'or', 'stocking', 'up', 'on', 'goodies.', '15th', 'street', 'is', 'the', 'best', 'part', 'of', 'hill,', 'it', 'is', 'so', 'safe', 'and', 'quiet', 'but', 'has', 'quaint', 'restaurants', 'and', 'bars!', 'lots', 'of', 'locals', 'love', 'this', 'spot', 'because', 'it', 'is', 'a', '10', 'minutes', 'down', 'to', 'the', 'incredible', 'nightlife', 'and', 'activities', 'has', 'to', 'offer.', 'you', 'can', 'find', 'anything', 'you', 'need', 'right', 'here!']"
